Code	Municipio	Depto	Censo electoral 	Participación/Total votación 	Abstención	Ganador	Votos Válidos (departamental)	Alianza Verde	Cambio Radical	Centro Democrático	Partido Conservador	FARC	Partido Liberal	Opción Ciudadana	MIRA	Polo Democrático Alternativo	Partido de la U	Somos	Unión Patriótica	MAIS	AICO	ASI	GSC Colombia Justa Libres	GSC Movimiento de Integración Regional	Todos Somos Colombia	Coalición Verde-Polo	Coalición Verde-Polo-UP	Coalición Verde-Polo-ASI	Coalición ASI-Verde-UP	Coalición Lista de la Decencia (ASI-UP-MAIS)	Coalición Lista de la Decencia (UP-MAIS)	Voto en Blanco 	Ganador 	Votos Válidos (Indigena)	ANICOL	Autoridad Tradicional Casiyouren	Fundación Taita Zipa	MAIS	AICO	UAIZSACOR	Voto en Blanco (Indígena)	Ganador	Votos Válidos (Afrodescendientes)	C. C. De La Comun. Negra De Tierra Baja Mi Territorio Ancestral	C.C. Ancestral De Comunidades Negras Playa Renaciente	C.C. De Comun. Negras Palenque Vda. Las Trescientas Y Mun. Galapa	C.C. De La Comunidad Negra De La Calle Larga Rio Dagua	C.C. De La Comunidad Negra De La Plata Bahía Málaga	C.C. De Los Corregimientos De San Antonio Y El Castillo	C.C. General Del Río Baudó Y Sus Afluentes "Acaba"	Consejo Comunitario Bocas Del Atrato Y Leoncito	Consejo Comunitario De Alejandro Duran Diaz	Consejo Comunitario De Comunidades Negras Obatala	Consejo Comunitario De Comunidades Negras Santo Domingo	Consejo Comunitario De La Comunidad Negra De Limones	Consejo Comunitario De Las Baras	Consejo Comunitario Del Rio Yurumangui	Consejo Comunitario Imbilpi Del Carmen	Consejo Comunitario La Mamuncia	Consejo Comunitario Los Andes	Consejo Comunitario Ma Kankamana De San Basilio De Palenque	Consejo Comunitario Mayor De Certegui	Consejo Comunitario Renacer Negro	Consejo Comunitario Tablon Salado	Consejo Comunitario Veredas Unidas Un Bien Común	Corporación Poder Ciudadano	Cuenca Del Rio Iscuande	Fund. Afrocolombiana Liberal De Desarrollo Social (Afrocodes)	Kusuto Magende Cokumalu De Luruaco	Todos Somos Colombia	Org. Social De Comunidades Negras "Nelson Mandela"	Voto en Blanco 	Votos Válidos (todas las circunscripciones)	Votos Inválidos	Tarjetones No Marcados	Nulos 	%Participación electoral 	%Abstención	%Alianza Verde	%Cambio Radical	%Centro Democrático	%Partido Conservador	%FARC	%Partido Liberal	%Opción Ciudadana	%MIRA	%Polo Democrático Alternativo	%Partido de la U	%Somos	%Unión Patriótica	%MAIS	%AICO	%ASI	%Todos Somos Colombia	%GSC Colombia Justa Libres	%GSC Movimiento de Integración Regional	%Coalición Verde-Polo	%Coalición Verde-Polo-UP	%Coalición Verde-Polo-ASI	%Coalición ASI-Verde-UP	%Coalición Lista de la Decencia (ASI-UP-MAIS)	%Coalición Lista de la Decencia (UP-MAIS)	%Voto en Blanco 	%Votos Válidos (Indigena)	%ANICOL	%Autoridad Tradicional Casiyouren	%Fundación Taita Zipa	%MAIS	%AICO	%UAIZSACOR	%Voto en Blanco (Indígena)	%Votos Válidos (Afrodescendientes)	%C. C. De La Comun. Negra De Tierra Baja Mi Territorio Ancestral	%C.C. Ancestral De Comunidades Negras Playa Renaciente	%C.C. De Comun. Negras Palenque Vda. Las Trescientas Y Mun. Galapa	%C.C. De La Comunidad Negra De La Calle Larga Rio Dagua	%C.C. De La Comunidad Negra De La Plata Bahía Málaga	%C.C. De Los Corregimientos De San Antonio Y El Castillo	%C.C. General Del Río Baudó Y Sus Afluentes "Acaba"	%Consejo Comunitario Bocas Del Atrato Y Leoncito	%Consejo Comunitario De Alejandro Duran Diaz	%Consejo Comunitario De Comunidades Negras Obatala	%Consejo Comunitario De Comunidades Negras Santo Domingo	%Consejo Comunitario De La Comunidad Negra De Limones	%Consejo Comunitario De Las Baras	%Consejo Comunitario Del Rio Yurumangui	%Consejo Comunitario Imbilpi Del Carmen	%Consejo Comunitario La Mamuncia	%Consejo Comunitario Los Andes	%Consejo Comunitario Ma Kankamana De San Basilio De Palenque	%Consejo Comunitario Mayor De Certegui	%Consejo Comunitario Renacer Negro	%Consejo Comunitario Tablon Salado	%Consejo Comunitario Veredas Unidas Un Bien Común	%Corporación Poder Ciudadano	%Cuenca Del Rio Iscuande	%Fund. Afrocolombiana Liberal De Desarrollo Social (Afrocodes)	%Kusuto Magende Cokumalu De Luruaco	%Todos Somos Colombia	%Org. Social De Comunidades Negras "Nelson Mandela"	%Voto en Blanco 	%Votos Válidos (todas las circunscripciones)	%Votos Inválidos	%Tarjetones No Marcados	%Nulos 
5042	Santafé de Antioquia	Antioquia	20291	7267	13024	Centro Democrático	6023	173	309	1750	526	7	1691	152	197	243	613	27	10			33										292	Voto en Blanco 	87	0	0	0	11	0	0	76	Voto en Blanco 	121	1	4	1	0	9	2	0	1	1	1	0	2	2	0	1	4	2	0	2	0	3	0	0	0	0	1	3	1	80	6231	1036	372	664	35.8%	64.2%	2.9%	5.1%	29.1%	8.7%	0.1%	28.1%	2.5%	3.3%	4.0%	10.2%	0.4%	0.2%	0.0%	0.0%	0.5%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	4.8%	1.2%	0.0%	0.0%	0.0%	12.6%	0.0%	0.0%	87.4%	1.7%	0.8%	3.3%	0.8%	0.0%	7.4%	1.7%	0.0%	0.8%	0.8%	0.8%	0.0%	1.7%	1.7%	0.0%	0.8%	3.3%	1.7%	0.0%	1.7%	0.0%	2.5%	0.0%	0.0%	0.0%	0.0%	0.8%	2.5%	0.8%	66.1%	85.7%	14.3%	5.1%	9.1%
5044	Anzá	Antioquia	5823	1910	3913	Partido Liberal	1578	14	38	432	193	7	692	5	103	21	11	16	2			9										35	Voto en Blanco 	13	0	0	0	1	0	0	12	Voto en Blanco 	15	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	1	0	7	1606	304	126	178	32.8%	67.2%	0.9%	2.4%	27.4%	12.2%	0.4%	43.9%	0.3%	6.5%	1.3%	0.7%	1.0%	0.1%	0.0%	0.0%	0.6%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.2%	0.7%	0.0%	0.0%	0.0%	7.7%	0.0%	0.0%	92.3%	0.8%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	20.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	13.3%	0.0%	13.3%	0.0%	0.0%	0.0%	0.0%	0.0%	6.7%	0.0%	46.7%	84.1%	15.9%	6.6%	9.3%
5045	Apartadó	Antioquia	92258	34871	57387	Centro Democrático	26615	1927	2210	5719	2586	117	3584	1666	1702	740	2103	331	262			1971										1697	Voto en Blanco 	712	2	3	4	160	48	8	487	Voto en Blanco 	2040	8	290	9	26	69	7	12	690	49	2	8	6	11	11	9	67	7	29	48	6	4	95	78	5	4	3	18	2	467	29367	5504	1671	3833	37.8%	62.2%	7.2%	8.3%	21.5%	9.7%	0.4%	13.5%	6.3%	6.4%	2.8%	7.9%	1.2%	1.0%	0.0%	0.0%	7.4%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	6.4%	2.0%	0.3%	0.4%	0.6%	22.5%	6.7%	1.1%	68.4%	5.9%	0.4%	14.2%	0.4%	1.3%	3.4%	0.3%	0.6%	33.8%	2.4%	0.1%	0.4%	0.3%	0.5%	0.5%	0.4%	3.3%	0.3%	1.4%	2.4%	0.3%	0.2%	4.7%	3.8%	0.2%	0.2%	0.1%	0.9%	0.1%	22.9%	84.2%	15.8%	4.8%	11.0%
5051	Arboletes	Antioquia	22490	11599	10891	Partido de la U	9493	185	2545	571	806	8	1550	312	26	84	3200	13	6			65										122	MAIS	231	2	0	0	168	26	6	29	Voto en Blanco 	399	15	267	6	0	11	0	1	14	6	4	2	12	1	2	2	5	1	2	3	1	1	5	0	1	0	0	3	1	33	10123	1476	481	995	51.6%	48.4%	1.9%	26.8%	6.0%	8.5%	0.1%	16.3%	3.3%	0.3%	0.9%	33.7%	0.1%	0.1%	0.0%	0.0%	0.7%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.3%	2.0%	0.9%	0.0%	0.0%	72.7%	11.3%	2.6%	12.6%	3.4%	3.8%	66.9%	1.5%	0.0%	2.8%	0.0%	0.3%	3.5%	1.5%	1.0%	0.5%	3.0%	0.3%	0.5%	0.5%	1.3%	0.3%	0.5%	0.8%	0.3%	0.3%	1.3%	0.0%	0.3%	0.0%	0.0%	0.8%	0.3%	8.3%	87.3%	12.7%	4.1%	8.6%
5055	Argelia	Antioquia	6697	2402	4295	Centro Democrático	2030	28	81	1031	563	2	110	8	14	37	56	9	2			56										33	Voto en Blanco 	15	1	1	0	0	0	1	12	Voto en Blanco 	22	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	2	2	0	0	0	0	0	0	0	0	12	2067	335	138	197	35.9%	64.1%	1.4%	4.0%	50.8%	27.7%	0.1%	5.4%	0.4%	0.7%	1.8%	2.8%	0.4%	0.1%	0.0%	0.0%	2.8%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.6%	0.6%	6.7%	6.7%	0.0%	0.0%	0.0%	6.7%	80.0%	0.9%	0.0%	4.5%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	4.5%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	18.2%	0.0%	0.0%	9.1%	9.1%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	54.5%	86.1%	13.9%	5.7%	8.2%
5059	Armenia	Antioquia	4808	1730	3078	Partido Liberal	1456	17	23	203	271		813	4	5	17	47	4	1			11										40	Voto en Blanco 	7	0	0	0	3	0	0	4	Voto en Blanco 	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	10	1476	254	106	148	36.0%	64.0%	1.2%	1.6%	13.9%	18.6%	0.0%	55.8%	0.3%	0.3%	1.2%	3.2%	0.3%	0.1%	0.0%	0.0%	0.8%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.7%	0.4%	0.0%	0.0%	0.0%	42.9%	0.0%	0.0%	57.1%	0.8%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	7.7%	7.7%	0.0%	7.7%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	76.9%	85.3%	14.7%	6.1%	8.6%
5079	Barbosa	Antioquia	40224	17347	22877	Partido Conservador	14102	637	1708	2831	3045	50	2998	95	137	421	1183	132	27			161										677	Voto en Blanco 	266	3	0	0	24	21	4	214	Voto en Blanco 	250	0	16	0	0	1	1	1	2	8	1	0	2	1	2	4	20	4	1	3	0	4	3	1	0	2	0	5	1	167	14618	2729	699	2030	43.1%	56.9%	4.5%	12.1%	20.1%	21.6%	0.4%	21.3%	0.7%	1.0%	3.0%	8.4%	0.9%	0.2%	0.0%	0.0%	1.1%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	4.8%	1.5%	1.1%	0.0%	0.0%	9.0%	7.9%	1.5%	80.5%	1.4%	0.0%	6.4%	0.0%	0.0%	0.4%	0.4%	0.4%	0.8%	3.2%	0.4%	0.0%	0.8%	0.4%	0.8%	1.6%	8.0%	1.6%	0.4%	1.2%	0.0%	1.6%	1.2%	0.4%	0.0%	0.8%	0.0%	2.0%	0.4%	66.8%	84.3%	15.7%	4.0%	11.7%
5086	Belmira	Antioquia	4864	2096	2768	Partido Liberal	1849	27	30	246	533	2	865	2	11	15	57	5	1			4										51	Voto en Blanco 	15	0	0	0	0	1	0	14	Voto en Blanco 	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	1876	220	65	155	43.1%	56.9%	1.5%	1.6%	13.3%	28.8%	0.1%	46.8%	0.1%	0.6%	0.8%	3.1%	0.3%	0.1%	0.0%	0.0%	0.2%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.8%	0.7%	0.0%	0.0%	0.0%	0.0%	6.7%	0.0%	93.3%	0.6%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	8.3%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	8.3%	83.3%	89.5%	10.5%	3.1%	7.4%
5088	Bello	Antioquia	328235	142921	185314	Centro Democrático	118352	17684	7631	32183	15975	360	17061	1211	3072	4700	7317	1798	249			1219										7892	Voto en Blanco 	2267	28	15	16	287	90	25	1806	Voto en Blanco 	2766	8	98	11	14	26	24	10	50	8	7	9	59	9	51	9	162	25	21	75	12	12	21	21	1	13	12	134	5	1859	123385	19536	3767	15769	43.5%	56.5%	14.9%	6.4%	27.2%	13.5%	0.3%	14.4%	1.0%	2.6%	4.0%	6.2%	1.5%	0.2%	0.0%	0.0%	1.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	6.7%	1.6%	1.2%	0.7%	0.7%	12.7%	4.0%	1.1%	79.7%	1.9%	0.3%	3.5%	0.4%	0.5%	0.9%	0.9%	0.4%	1.8%	0.3%	0.3%	0.3%	2.1%	0.3%	1.8%	0.3%	5.9%	0.9%	0.8%	2.7%	0.4%	0.4%	0.8%	0.8%	0.0%	0.5%	0.4%	4.8%	0.2%	67.2%	86.3%	13.7%	2.6%	11.0%
5091	Betania	Antioquia	8448	3335	5113	Partido Liberal	2888	32	120	316	514		1761	12	16	26	29	8	1			5										48	Voto en Blanco 	16	0	1	0	3	1	0	11	Voto en Blanco 	16	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	10	2920	415	102	313	39.5%	60.5%	1.1%	4.2%	10.9%	17.8%	0.0%	61.0%	0.4%	0.6%	0.9%	1.0%	0.3%	0.0%	0.0%	0.0%	0.2%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.7%	0.5%	0.0%	6.3%	0.0%	18.8%	6.3%	0.0%	68.8%	0.5%	0.0%	6.3%	0.0%	0.0%	0.0%	6.3%	6.3%	0.0%	0.0%	0.0%	0.0%	0.0%	6.3%	0.0%	0.0%	0.0%	6.3%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	6.3%	62.5%	87.6%	12.4%	3.1%	9.4%
5093	Betulia	Antioquia	13575	4423	9152	Partido Liberal	3641	38	167	694	845	2	1508	13	28	45	140	21	5			36										99	Voto en Blanco 	30	1	0	0	1	1	1	26	Voto en Blanco 	32	1	2	0	1	0	0	1	1	3	0	0	0	1	0	0	0	0	0	1	1	2	0	2	0	0	0	1	0	15	3703	720	318	402	32.6%	67.4%	1.0%	4.6%	19.1%	23.2%	0.1%	41.4%	0.4%	0.8%	1.2%	3.8%	0.6%	0.1%	0.0%	0.0%	1.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.7%	0.7%	3.3%	0.0%	0.0%	3.3%	3.3%	3.3%	86.7%	0.7%	3.1%	6.3%	0.0%	3.1%	0.0%	0.0%	3.1%	3.1%	9.4%	0.0%	0.0%	0.0%	3.1%	0.0%	0.0%	0.0%	0.0%	0.0%	3.1%	3.1%	6.3%	0.0%	6.3%	0.0%	0.0%	0.0%	3.1%	0.0%	46.9%	83.7%	16.3%	7.2%	9.1%
5101	Ciudad Bolívar	Antioquia	24315	8186	16129	Centro Democrático	6638	208	630	3193	1247	12	644	17	60	113	186	71	11			33										213	MAIS	422	2	1	0	354	1	3	61	Voto en Blanco 	119	0	7	2	0	7	1	0	5	2	1	1	0	1	2	4	3	0	0	3	1	1	0	1	1	2	2	3	3	66	7179	1007	343	664	33.7%	66.3%	3.1%	9.5%	48.1%	18.8%	0.2%	9.7%	0.3%	0.9%	1.7%	2.8%	1.1%	0.2%	0.0%	0.0%	0.5%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	3.2%	5.2%	0.5%	0.2%	0.0%	83.9%	0.2%	0.7%	14.5%	1.5%	0.0%	5.9%	1.7%	0.0%	5.9%	0.8%	0.0%	4.2%	1.7%	0.8%	0.8%	0.0%	0.8%	1.7%	3.4%	2.5%	0.0%	0.0%	2.5%	0.8%	0.8%	0.0%	0.8%	0.8%	1.7%	1.7%	2.5%	2.5%	55.5%	87.7%	12.3%	4.2%	8.1%
5107	Briceño	Antioquia	6567	3297	3270	Partido Liberal	3035	30	20	37	245	14	2632	2	8	13	3	9	1			7										14	Voto en Blanco 	2	1	0	0	0	0	0	1	Voto en Blanco 	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	3041	256	104	152	50.2%	49.8%	1.0%	0.7%	1.2%	8.1%	0.5%	86.7%	0.1%	0.3%	0.4%	0.1%	0.3%	0.0%	0.0%	0.0%	0.2%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.5%	0.1%	50.0%	0.0%	0.0%	0.0%	0.0%	0.0%	50.0%	0.1%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	25.0%	25.0%	0.0%	50.0%	92.2%	7.8%	3.2%	4.6%
5113	Buriticá	Antioquia	7148	2787	4361	Partido Liberal	2463	31	44	276	722	2	1204	7	13	65	37	2	3			8										49	Voto en Blanco 	12	0	0	0	2	0	0	10	Voto en Blanco 	8	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2483	304	111	193	39.0%	61.0%	1.3%	1.8%	11.2%	29.3%	0.1%	48.9%	0.3%	0.5%	2.6%	1.5%	0.1%	0.1%	0.0%	0.0%	0.3%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.0%	0.4%	0.0%	0.0%	0.0%	16.7%	0.0%	0.0%	83.3%	0.3%	0.0%	12.5%	0.0%	0.0%	0.0%	0.0%	0.0%	12.5%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	75.0%	89.1%	10.9%	4.0%	6.9%
5120	Cáceres	Antioquia	20016	5743	14273	Partido Liberal	4527	106	491	363	578	8	2252	33	18	112	384	11	10			58										103	MAIS	103	0	0	0	44	17	4	38	Voto en Blanco 	79	1	0	1	0	1	3	1	1	2	1	0	1	0	1	3	15	0	2	3	1	0	1	0	2	1	2	1	0	35	4709	1034	432	602	28.7%	71.3%	2.3%	10.8%	8.0%	12.8%	0.2%	49.7%	0.7%	0.4%	2.5%	8.5%	0.2%	0.2%	0.0%	0.0%	1.3%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.3%	1.8%	0.0%	0.0%	0.0%	42.7%	16.5%	3.9%	36.9%	1.4%	1.3%	0.0%	1.3%	0.0%	1.3%	3.8%	1.3%	1.3%	2.5%	1.3%	0.0%	1.3%	0.0%	1.3%	3.8%	19.0%	0.0%	2.5%	3.8%	1.3%	0.0%	1.3%	0.0%	2.5%	1.3%	2.5%	1.3%	0.0%	44.3%	82.0%	18.0%	7.5%	10.5%
5125	Caicedo	Antioquia	6275	2395	3880	Partido Liberal	2080	25	57	522	74	2	795	10	19	22	512	8				7										27	Voto en Blanco 	15	0	0	1	2	1	0	11	Voto en Blanco 	12	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	3	0	4	2107	288	112	176	38.2%	61.8%	1.2%	2.7%	25.1%	3.6%	0.1%	38.2%	0.5%	0.9%	1.1%	24.6%	0.4%	0.0%	0.0%	0.0%	0.3%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.3%	0.6%	0.0%	0.0%	6.7%	13.3%	6.7%	0.0%	73.3%	0.5%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	8.3%	8.3%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	8.3%	8.3%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	8.3%	0.0%	25.0%	0.0%	33.3%	88.0%	12.0%	4.7%	7.3%
5129	Caldas	Antioquia	62364	31299	31065	Partido Liberal	25178	881	2290	5795	1959	77	6433	142	917	825	3587	205	47			179										1841	Voto en Blanco 	461	10	3	2	40	18	3	385	Voto en Blanco 	522	0	7	4	2	3	6	2	6	3	3	1	3	0	11	2	28	6	1	4	3	5	1	2	4	2	0	12	2	399	26161	5138	929	4209	50.2%	49.8%	3.5%	9.1%	23.0%	7.8%	0.3%	25.6%	0.6%	3.6%	3.3%	14.2%	0.8%	0.2%	0.0%	0.0%	0.7%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	7.3%	1.5%	2.2%	0.7%	0.4%	8.7%	3.9%	0.7%	83.5%	1.7%	0.0%	1.3%	0.8%	0.4%	0.6%	1.1%	0.4%	1.1%	0.6%	0.6%	0.2%	0.6%	0.0%	2.1%	0.4%	5.4%	1.1%	0.2%	0.8%	0.6%	1.0%	0.2%	0.4%	0.8%	0.4%	0.0%	2.3%	0.4%	76.4%	83.6%	16.4%	3.0%	13.4%
5134	Campamento	Antioquia	6676	2039	4637	Partido Conservador	1676	108	43	95	758	9	523	13	9	29	21	6	5			9										48	Voto en Blanco 	15	0	0	0	2	1	0	12	Voto en Blanco 	15	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10	1706	333	143	190	30.5%	69.5%	6.4%	2.6%	5.7%	45.2%	0.5%	31.2%	0.8%	0.5%	1.7%	1.3%	0.4%	0.3%	0.0%	0.0%	0.5%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.9%	0.7%	0.0%	0.0%	0.0%	13.3%	6.7%	0.0%	80.0%	0.7%	0.0%	13.3%	0.0%	6.7%	0.0%	0.0%	0.0%	0.0%	6.7%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	6.7%	0.0%	0.0%	66.7%	83.7%	16.3%	7.0%	9.3%
5138	Cañasgordas	Antioquia	13656	5962	7694	Partido Conservador	5001	85	166	1092	3072	3	263	60	26	52	26	4	4			32										116	Voto en Blanco 	34	1	0	0	1	1	0	31	Voto en Blanco 	50	0	7	0	0	0	0	2	0	1	0	1	0	0	0	1	1	0	0	1	0	1	0	1	0	0	0	3	1	30	5085	877	294	583	43.7%	56.3%	1.7%	3.3%	21.8%	61.4%	0.1%	5.3%	1.2%	0.5%	1.0%	0.5%	0.1%	0.1%	0.0%	0.0%	0.6%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.3%	0.6%	2.9%	0.0%	0.0%	2.9%	2.9%	0.0%	91.2%	0.8%	0.0%	14.0%	0.0%	0.0%	0.0%	0.0%	4.0%	0.0%	2.0%	0.0%	2.0%	0.0%	0.0%	0.0%	2.0%	2.0%	0.0%	0.0%	2.0%	0.0%	2.0%	0.0%	2.0%	0.0%	0.0%	0.0%	6.0%	2.0%	60.0%	85.3%	14.7%	4.9%	9.8%
5142	Caracolí	Antioquia	4829	1835	2994	Partido Conservador	1662	30	69	171	960	2	273	1	17	20	70	3				7										39	Voto en Blanco 	6	0	0	0	0	0	0	6	Voto en Blanco 	13	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	11	1681	154	54	100	38.0%	62.0%	1.8%	4.2%	10.3%	57.8%	0.1%	16.4%	0.1%	1.0%	1.2%	4.2%	0.2%	0.0%	0.0%	0.0%	0.4%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.3%	0.3%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	100.0%	0.7%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	7.7%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	7.7%	0.0%	0.0%	0.0%	0.0%	0.0%	84.6%	91.6%	8.4%	2.9%	5.4%
5145	Caramanta	Antioquia	5180	1777	3403	Partido Liberal	1528	321	34	226	384	1	419	9	26	46	19	1	2			14										26	Voto en Blanco 	11	0	0	0	1	1	0	9	Voto en Blanco 	14	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	9	1553	224	90	134	34.3%	65.7%	21.0%	2.2%	14.8%	25.1%	0.1%	27.4%	0.6%	1.7%	3.0%	1.2%	0.1%	0.1%	0.0%	0.0%	0.9%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.7%	0.6%	0.0%	0.0%	0.0%	9.1%	9.1%	0.0%	81.8%	0.8%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	7.1%	7.1%	0.0%	0.0%	7.1%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	7.1%	0.0%	7.1%	0.0%	64.3%	87.4%	12.6%	5.1%	7.5%
5147	Carepa	Antioquia	42790	15868	26922	Partido Liberal	12854	497	801	1851	1509	43	4205	364	1422	364	458	243	27			528										542	Voto en Blanco 	262	0	1	0	110	7	3	141	Voto en Blanco 	485	1	29	4	6	11	5	2	72	54	0	2	5	4	7	3	40	0	6	36	1	2	7	8	1	2	1	10	3	163	13601	2267	820	1447	37.1%	62.9%	3.9%	6.2%	14.4%	11.7%	0.3%	32.7%	2.8%	11.1%	2.8%	3.6%	1.9%	0.2%	0.0%	0.0%	4.1%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	4.2%	1.7%	0.0%	0.4%	0.0%	42.0%	2.7%	1.1%	53.8%	3.1%	0.2%	6.0%	0.8%	1.2%	2.3%	1.0%	0.4%	14.8%	11.1%	0.0%	0.4%	1.0%	0.8%	1.4%	0.6%	8.2%	0.0%	1.2%	7.4%	0.2%	0.4%	1.4%	1.6%	0.2%	0.4%	0.2%	2.1%	0.6%	33.6%	85.7%	14.3%	5.2%	9.1%
