Code	Municipio	Depto	Censo electoral	Participación/Total votos	Abstención	Ganador	Votos válidos (departamental)	100% Colombia	AICO	ASI	Alianza Verde	Blanco por la Paz	Cambio Radical	Centro Democrático	MIRA	Movimiento de Integración Regional	Partido Conservador	Partido de la U	Partido Liberal	Polo Democrático Alternativo	Por un Huila Mejor	Opción Ciudadana	Unión Patriótica	Voto en blanco (departamental)	Ganador	Votos válidos (Indígenas)	AICO	AIMAC	Embera Chami - Dache Agora Drua	MAIS	Movimiento CS	MUIPC	OPIC	Renovación Étnica "Raíces"	Vía Nueva	Voto en blanco (Indígenas)	Ganador	Votos válidos (Afros)	Afrocolombianos en Acción	Afroétnicos	AFRODMAM	AFROMINGA	AFROVIDES	ASOCONEGUA	ASODEPORTES	ASOPRA	C.C. San Antonio y EL Castillo	CORMANDELA	CORPOSINPAC	E.A.T. Botica Comunitaria 	ESAFRO	F. Desarrollo Cuenca del Pacífico	FORFUTURO	FUNCULCOSTA	FUNDAIN	FUNDECH	FUNDIAFRO	FUNECO	FUNPROESAT	Los Palenkes Bellavista	MACOAS	MIO	Poder Ciudadano	SI SE PUEDE	OECA	Únete	Vides y sus Niches	Voto en blanco (Afros)	Votos válidos (todas las circunscripciones)	Votos inválidos	Votos Nulos	Tarjetones No Marcados	%Participación	%Abstención	%Votos válidos (departamental)	%100% Colombia	%AICO	%ASI	%Alianza Verde	%Blanco por la Paz	%Cambio Radical	%Centro Democrático	%MIRA	%Movimiento de Integración Regional	%Partido Conservador	%Partido de la U	%Partido Liberal	%Polo Democrático Alternativo	%Por un Huila Mejor	%Opción Ciudadana	%Unión Patriótica	%Voto en blanco (departamental)	%Votos válidos (Indígenas)	%AICO	%AIMAC	%Embera Chami - Dache Agora Drua	%MAIS	%Movimiento CS	%MUIPC	%OPIC	%Renovación Étnica "Raíces"	%Vía Nueva	%Voto en blanco (Indígenas)	%Votos válidos (Afros)	%Afrocolombianos en Acción	%Afroétnicos	%AFRODMAM	%AFROMINGA	%AFROVIDES	%ASOCONEGUA	%ASODEPORTES	%ASOPRA	%C.C. San Antonio y EL Castillo	%CORMANDELA	%CORPOSINPAC	%E.A.T. Botica Comunitaria 	%ESAFRO	%F. Desarrollo Cuenca del Pacífico	%FORFUTURO	%FUNCULCOSTA	%FUNDAIN	%FUNDECH	%FUNDIAFRO	%FUNECO	%FUNPROESAT	%Los Palenkes Bellavista	%MACOAS	%MIO	%Poder Ciudadano	%SI SE PUEDE	%OECA	%Únete	%Vides y sus Niches	%Voto en blanco (Afros)	%Votos válidos (todas las circunscripciones)	%Votos inválidos	%Votos Nulos	%Tarjetones No Marcados
68250	El Peñón	Santander	3164	1710	1454	Opción Ciudadana	1439	5			7		63	101	12		334	4	122	21		729		41	Voto en blanco	3						1				2	Voto en blanco	16		1	1		1			1									1			1	1			1	1					7	1458	252	183	69	54.05	45.95	84.15	0.35	0	0	0.49	0	4.38	7.02	0.83	0	23.21	0.28	8.48	1.46	0	50.66	0	2.85	0.18	0	0	0	0	0	33.33	0	0	0	66.67	0.94	0	6.25	6.25	0	6.25	0	0	6.25	0	0	0	0	0	0	0	0	6.25	0	0	6.25	6.25	0	0	6.25	6.25	0	0	0	0	43.75	85.26	14.74	10.7	4.04
68255	El Playón	Santander	11226	4727	6499	Opción Ciudadana	4055	11			17		194	540	17		254	200	433	51		2215		123	Voto en blanco	16	3	1		1	1	1			1	8	Voto en blanco	19					1						1	1			1	1				1	1			2	1		1			8	4090	637	487	150	42.11	57.89	85.78	0.27	0	0	0.42	0	4.78	13.32	0.42	0	6.26	4.93	10.68	1.26	0	54.62	0	3.03	0.34	18.75	6.25	0	6.25	6.25	6.25	0	0	6.25	50	0.4	0	0	0	0	5.26	0	0	0	0	0	5.26	5.26	0	0	5.26	5.26	0	0	0	5.26	5.26	0	0	10.53	5.26	0	5.26	0	0	42.11	86.52	13.48	10.3	3.17
68264	Encino	Santander	2048	1064	984	Partido Liberal	946				3		7	12	4		33	11	443	8		404		21	Empate	2								1		1	Voto en blanco	4	1							1																						2	952	112	70	42	51.95	48.05	88.91	0	0	0	0.32	0	0.74	1.27	0.42	0	3.49	1.16	46.83	0.85	0	42.71	0	2.22	0.19	0	0	0	0	0	0	0	50	0	50	0.38	25	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	89.47	10.53	6.58	3.95
68266	Enciso	Santander	3224	1760	1464	Opción Ciudadana	1618	6			6		101	76	17		231	88	385	9		657		42	Empate	9	2		1	1		1	1		1	2	Empate	2																							1							1	1629	131	94	37	54.59	45.41	91.93	0.37	0	0	0.37	0	6.24	4.7	1.05	0	14.28	5.44	23.79	0.56	0	40.61	0	2.6	0.51	22.22	0	11.11	11.11	0	11.11	11.11	0	11.11	22.22	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	50	92.56	7.44	5.34	2.1
68271	Florián	Santander	4965	2248	2717	Partido Liberal	1945	4			9		107	40	6		30	141	1216	16		343		33	Empate	3	1							1		1	Empate	11				3				3					2				1	1								1				0	1959	289	149	140	45.28	54.72	86.52	0.21	0	0	0.46	0	5.5	2.06	0.31	0	1.54	7.25	62.52	0.82	0	17.63	0	1.7	0.13	33.33	0	0	0	0	0	0	33.33	0	33.33	0.49	0	0	0	27.27	0	0	0	27.27	0	0	0	0	18.18	0	0	0	9.09	9.09	0	0	0	0	0	0	0	9.09	0	0	0	0	87.14	12.86	6.63	6.23
68276	Floridablanca	Santander	167462	81622	85840	Opción Ciudadana	67921	178			1387		5360	11015	1840		6189	3104	13429	2500		14756		8163	Voto en blanco	498	88	2	9	18	17	110	4	27	1	222	Voto en blanco	826	4	5	5	8	10	9	19	15	2	3	8	4	6	5	8	3	3	1	1	63	4	2	4	44	15	9	3	6	5	552	69245	12377	10453	1924	48.74	51.26	83.21	0.26	0	0	2.04	0	7.89	16.22	2.71	0	9.11	4.57	19.77	3.68	0	21.73	0	12.02	0.61	17.67	0.4	1.81	3.61	3.41	22.09	0.8	5.42	0.2	44.58	1.01	0.48	0.61	0.61	0.97	1.21	1.09	2.3	1.82	0.24	0.36	0.97	0.48	0.73	0.61	0.97	0.36	0.36	0.12	0.12	7.63	0.48	0.24	0.48	5.33	1.82	1.09	0.36	0.73	0.61	66.83	84.84	15.16	12.81	2.36
68296	Galán	Santander	2476	1258	1218	Opción Ciudadana	1066	7			6		29	203	2		75	79	70	5		520		70	MUIPC	6				1		3		1		1	Voto en blanco	4						1																								3	1076	182	118	64	50.81	49.19	84.74	0.66	0	0	0.56	0	2.72	19.04	0.19	0	7.04	7.41	6.57	0.47	0	48.78	0	6.57	0.48	0	0	0	16.67	0	50	0	16.67	0	16.67	0.32	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	85.53	14.47	9.38	5.09
68298	Gambita	Santander	3141	1450	1691	Partido de la U	1191	8			6		154	19	6		33	417	92	6		403		47	MUIPC	6			1			3		1		1	Empate	8					1						1		1					1							1		1		1	1	1205	245	176	69	46.16	53.84	82.14	0.67	0	0	0.5	0	12.93	1.6	0.5	0	2.77	35.01	7.72	0.5	0	33.84	0	3.95	0.41	0	0	16.67	0	0	50	0	16.67	0	16.67	0.55	0	0	0	0	12.5	0	0	0	0	0	12.5	0	12.5	0	0	0	0	12.5	0	0	0	0	0	0	12.5	0	12.5	0	12.5	12.5	83.1	16.9	12.14	4.76
68307	Girón	Santander	96422	47463	48959	Opción Ciudadana	40352	96			770		3403	4334	807		2045	2196	8732	1365		12814		3790	Voto en blanco	266	48	3	3	9	3	50	3	14	4	129	Voto en blanco	461	2	2	3	1	11	6	12	10	1	4	6	1	7	4	2	3	3			29	7	6	8	50	6	3	4	3	2	265	41079	6384	5296	1088	49.22	50.78	85.02	0.24	0	0	1.91	0	8.43	10.74	2	0	5.07	5.44	21.64	3.38	0	31.76	0	9.39	0.56	18.05	1.13	1.13	3.38	1.13	18.8	1.13	5.26	1.5	48.5	0.97	0.43	0.43	0.65	0.22	2.39	1.3	2.6	2.17	0.22	0.87	1.3	0.22	1.52	0.87	0.43	0.65	0.65	0	0	6.29	1.52	1.3	1.74	10.85	1.3	0.65	0.87	0.65	0.43	57.48	86.55	13.45	11.16	2.29
68318	Guaca	Santander	5163	2776	2387	Opción Ciudadana	2562	6			10		95	84	6		149	144	768	14		1239		47	Voto en blanco	6					2	1				3	Voto en blanco	10				1													1			1	1			1						5	2578	198	134	64	53.77	46.23	92.29	0.23	0	0	0.39	0	3.71	3.28	0.23	0	5.82	5.62	29.98	0.55	0	48.36	0	1.83	0.22	0	0	0	0	33.33	16.67	0	0	0	50	0.36	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	10	10	0	0	10	0	0	0	0	0	50	92.87	7.13	4.83	2.31
68320	Guadalupe	Santander	4213	2018	2195	Opción Ciudadana	1783	13			9		157	109	11		176	258	80	24		861		85	Empate	3					1	1				1	Voto en blanco	12								1					1										1		1				1	7	1798	220	167	53	47.9	52.1	88.35	0.73	0	0	0.5	0	8.81	6.11	0.62	0	9.87	14.47	4.49	1.35	0	48.29	0	4.77	0.15	0	0	0	0	33.33	33.33	0	0	0	33.33	0.59	0	0	0	0	0	0	0	8.33	0	0	0	0	8.33	0	0	0	0	0	0	0	0	0	8.33	0	8.33	0	0	0	8.33	58.33	89.1	10.9	8.28	2.63
68322	Guapotá	Santander	1836	1044	792	Partido Liberal	908	2					41	58	6		38	15	392	8		320		28	Voto en blanco	4		1								3	Voto en blanco	7																1						1			1		1			3	919	125	76	49	56.86	43.14	86.97	0.22	0	0	0	0	4.52	6.39	0.66	0	4.19	1.65	43.17	0.88	0	35.24	0	3.08	0.38	0	25	0	0	0	0	0	0	0	75	0.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.29	0	0	0	0	0	14.29	0	0	14.29	0	14.29	0	0	42.86	88.03	11.97	7.28	4.69
68324	Guavatá	Santander	4439	2341	2098	Partido Liberal	2102	4			14		57	238	12		105	11	958	19		628		56	Voto en blanco	8				1				1		6	Voto en blanco	15			2				1												1					1		1				9	2125	216	144	72	52.74	47.26	89.79	0.19	0	0	0.67	0	2.71	11.32	0.57	0	5	0.52	45.58	0.9	0	29.88	0	2.66	0.34	0	0	0	12.5	0	0	0	12.5	0	75	0.64	0	0	13.33	0	0	0	6.67	0	0	0	0	0	0	0	0	0	0	0	6.67	0	0	0	0	6.67	0	6.67	0	0	0	60	90.77	9.23	6.15	3.08
68327	Güepsa	Santander	3995	1936	2059	Partido Liberal	1729	3			8		140	61	4		53	24	1241	19		104		72	Voto en blanco	8	1			1				1	1	4	Voto en blanco	16												1												2	1		1			11	1753	183	123	60	48.46	51.54	89.31	0.17	0	0	0.46	0	8.1	3.53	0.23	0	3.07	1.39	71.78	1.1	0	6.02	0	4.16	0.41	12.5	0	0	12.5	0	0	0	12.5	12.5	50	0.83	0	0	0	0	0	0	0	0	0	0	0	6.25	0	0	0	0	0	0	0	0	0	0	0	12.5	6.25	0	6.25	0	0	68.75	90.55	9.45	6.35	3.1
68344	Hato	Santander	1773	1081	692	Partido Liberal	919	3			7		225	15			25	4	420	8		185		27	Empate	2					1					1	Voto en blanco	8								1									1						1					1		4	929	152	109	43	60.97	39.03	85.01	0.33	0	0	0.76	0	24.48	1.63	0	0	2.72	0.44	45.7	0.87	0	20.13	0	2.94	0.19	0	0	0	0	50	0	0	0	0	50	0.74	0	0	0	0	0	0	0	12.5	0	0	0	0	0	0	0	0	12.5	0	0	0	0	0	12.5	0	0	0	0	12.5	0	50	85.94	14.06	10.08	3.98
68368	Jesús María	Santander	3152	1515	1637	Partido Conservador	1312	7			12		82	95	57		514	58	284	6		162		35	OPIC	4							2	1		1	Voto en blanco	6							1	1																						4	1322	193	140	53	48.06	51.94	86.6	0.53	0	0	0.91	0	6.25	7.24	4.34	0	39.18	4.42	21.65	0.46	0	12.35	0	2.67	0.26	0	0	0	0	0	0	50	25	0	25	0.4	0	0	0	0	0	0	16.67	16.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.67	87.26	12.74	9.24	3.5
68370	Jordán	Santander	1011	597	414	Partido Conservador	523	2			1		24	28	4		291	4	5	12		144		8	Voto en blanco	0										0	Voto en blanco	0																														0	523	74	51	23	59.05	40.95	87.6	0.38	0	0	0.19	0	4.59	5.35	0.76	0	55.64	0.76	0.96	2.29	0	27.53	0	1.53	0											0																															87.6	12.4	8.54	3.85
68377	La Belleza	Santander	5166	2521	2645	Opción Ciudadana	2336	7			6		121	120	14		657	41	56	10		1229		75	Empate	3		1				1				1	Voto en blanco	8		1					1							1	1		1								1					2	2347	174	136	38	48.8	51.2	92.66	0.3	0	0	0.26	0	5.18	5.14	0.6	0	28.13	1.76	2.4	0.43	0	52.61	0	3.21	0.12	0	33.33	0	0	0	33.33	0	0	0	33.33	0.32	0	12.5	0	0	0	0	12.5	0	0	0	0	0	0	12.5	12.5	0	12.5	0	0	0	0	0	0	0	12.5	0	0	0	0	25	93.1	6.9	5.39	1.51
68385	Landázuri	Santander	9226	4013	5213	Opción Ciudadana	3399	7			11		64	143	10		240	55	1078	53		1621		117	Empate	12	1		1	2		3		3		2	Voto en blanco	18						2	2						1		1							1	1	1			1			8	3429	584	385	199	43.5	56.5	84.7	0.21	0	0	0.32	0	1.88	4.21	0.29	0	7.06	1.62	31.72	1.56	0	47.69	0	3.44	0.3	8.33	0	8.33	16.67	0	25	0	25	0	16.67	0.45	0	0	0	0	0	11.11	11.11	0	0	0	0	0	5.56	0	5.56	0	0	0	0	0	0	5.56	5.56	5.56	0	0	5.56	0	0	44.44	85.45	14.55	9.59	4.96
68397	La Paz	Santander	4025	2045	1980	Opción Ciudadana	1784	2			5		162	375	4		504	7	31	13		657		24	Renovación Étnica "Raíces"	6	1	1						2	1	1	Voto en blanco	14			1								2				1		1								2			2		5	1804	241	181	60	50.81	49.19	87.24	0.11	0	0	0.28	0	9.08	21.02	0.22	0	28.25	0.39	1.74	0.73	0	36.83	0	1.35	0.29	16.67	16.67	0	0	0	0	0	33.33	16.67	16.67	0.68	0	0	7.14	0	0	0	0	0	0	0	14.29	0	0	0	7.14	0	7.14	0	0	0	0	0	0	0	14.29	0	0	14.29	0	35.71	88.22	11.78	8.85	2.93
68406	Lebríja	Santander	27710	14112	13598	Opción Ciudadana	12144	31			89		492	2832	171		924	988	2300	256		3251		810	Voto en blanco	59	7	1		4		6		1	1	39	Voto en blanco	122			1		2		2	3		3	6	5	1		2	1		1		13					2	2				78	12325	1787	1443	344	50.93	49.07	86.05	0.26	0	0	0.73	0	4.05	23.32	1.41	0	7.61	8.14	18.94	2.11	0	26.77	0	6.67	0.42	11.86	1.69	0	6.78	0	10.17	0	1.69	1.69	66.1	0.86	0	0	0.82	0	1.64	0	1.64	2.46	0	2.46	4.92	4.1	0.82	0	1.64	0.82	0	0.82	0	10.66	0	0	0	0	1.64	1.64	0	0	0	63.93	87.34	12.66	10.23	2.44
68418	Los Santos	Santander	8160	4476	3684	Opción Ciudadana	3892	11			39		377	170	25		512	54	1186	44		1234		240	Voto en blanco	19		1		1	1	3		1		12	Voto en blanco	26							1	2		1	1		1		3		1							1	2			1		12	3937	539	396	143	54.85	45.15	86.95	0.28	0	0	1	0	9.69	4.37	0.64	0	13.16	1.39	30.47	1.13	0	31.71	0	6.17	0.42	0	5.26	0	5.26	5.26	15.79	0	5.26	0	63.16	0.58	0	0	0	0	0	0	3.85	7.69	0	3.85	3.85	0	3.85	0	11.54	0	3.85	0	0	0	0	0	0	3.85	7.69	0	0	3.85	0	46.15	87.96	12.04	8.85	3.19
68425	Macaravita	Santander	2194	1029	1165	Partido Conservador	925	3			3		14	73	3		388	12	143	5		262		19	MUIPC	3						2				1	Voto en blanco	6				1											1		1							1						2	934	95	73	22	46.9	53.1	89.89	0.32	0	0	0.32	0	1.51	7.89	0.32	0	41.95	1.3	15.46	0.54	0	28.32	0	2.05	0.29	0	0	0	0	0	66.67	0	0	0	33.33	0.58	0	0	0	16.67	0	0	0	0	0	0	0	0	0	0	16.67	0	16.67	0	0	0	0	0	0	16.67	0	0	0	0	0	33.33	90.77	9.23	7.09	2.14
68432	Málaga	Santander	14651	7314	7337	Opción Ciudadana	6502	20			40		836	1064	159		410	329	721	98		2362		463	Voto en blanco	29	12		1	1						15	Voto en blanco	63				1	1	3	2	1			2		1	1	1					1	1		1		1	2	1			43	6594	720	588	132	49.92	50.08	88.9	0.31	0	0	0.62	0	12.86	16.36	2.45	0	6.31	5.06	11.09	1.51	0	36.33	0	7.12	0.4	41.38	0	3.45	3.45	0	0	0	0	0	51.72	0.86	0	0	0	1.59	1.59	4.76	3.17	1.59	0	0	3.17	0	1.59	1.59	1.59	0	0	0	0	1.59	1.59	0	1.59	0	1.59	3.17	1.59	0	0	68.25	90.16	9.84	8.04	1.8
68444	Matanza	Santander	4714	2797	1917	Opción Ciudadana	2451	6			13		224	107	9		379	106	195	21		1328		63	Voto en blanco	11	3				1			3		4	Voto en blanco	9							1				2					1									1					4	2471	326	250	76	59.33	40.67	87.63	0.24	0	0	0.53	0	9.14	4.37	0.37	0	15.46	4.32	7.96	0.86	0	54.18	0	2.57	0.39	27.27	0	0	0	9.09	0	0	27.27	0	36.36	0.32	0	0	0	0	0	0	11.11	0	0	0	22.22	0	0	0	0	11.11	0	0	0	0	0	0	0	0	11.11	0	0	0	0	44.44	88.34	11.66	8.94	2.72
68464	Mogotes	Santander	7333	3644	3689	Opción Ciudadana	3068	19			158		203	267	24		574	77	467	45		1058		176	Voto en blanco	22	3			1		4		3		11	Voto en blanco	19				1						1	3						1			1										12	3109	535	407	128	49.69	50.31	84.19	0.62	0	0	5.15	0	6.62	8.7	0.78	0	18.71	2.51	15.22	1.47	0	34.49	0	5.74	0.6	13.64	0	0	4.55	0	18.18	0	13.64	0	50	0.52	0	0	0	5.26	0	0	0	0	0	5.26	15.79	0	0	0	0	0	5.26	0	0	5.26	0	0	0	0	0	0	0	0	0	63.16	85.32	14.68	11.17	3.51
68468	Molagavita	Santander	3579	1848	1731	Opción Ciudadana	1639	3			14		85	92	10		418	72	81	11		811		42	Renovación Étnica "Raíces"	6		1				1		2	1	1	Poder Ciudadano	9			1								1				1	1	1			1					2					1	1654	194	127	67	51.63	48.37	88.69	0.18	0	0	0.85	0	5.19	5.61	0.61	0	25.5	4.39	4.94	0.67	0	49.48	0	2.56	0.32	0	16.67	0	0	0	16.67	0	33.33	16.67	16.67	0.49	0	0	11.11	0	0	0	0	0	0	0	11.11	0	0	0	11.11	11.11	11.11	0	0	11.11	0	0	0	0	22.22	0	0	0	0	11.11	89.5	10.5	6.87	3.63
68498	Ocamonte	Santander	3657	2132	1525	Partido Conservador	1811	2			8		125	26	9		627	57	531	10		357		59	Voto en blanco	5										5	Voto en blanco	9		1	1				1																					1		5	1825	307	228	79	58.3	41.7	84.94	0.11	0	0	0.44	0	6.9	1.44	0.5	0	34.62	3.15	29.32	0.55	0	19.71	0	3.26	0.23	0	0	0	0	0	0	0	0	0	100	0.42	0	11.11	11.11	0	0	0	11.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.11	0	55.56	85.6	14.4	10.69	3.71
68500	Oiba	Santander	8074	4185	3889	Partido Liberal	3560	13			10		242	197	57		290	156	1158	80		1150		207	Empate	12	1			1		4		2		4	Voto en blanco	44				1		2		2					1	1	2							1		5			1	1		27	3616	569	435	134	51.83	48.17	85.07	0.37	0	0	0.28	0	6.8	5.53	1.6	0	8.15	4.38	32.53	2.25	0	32.3	0	5.81	0.29	8.33	0	0	8.33	0	33.33	0	16.67	0	33.33	1.05	0	0	0	2.27	0	4.55	0	4.55	0	0	0	0	2.27	2.27	4.55	0	0	0	0	0	0	2.27	0	11.36	0	0	2.27	2.27	0	61.36	86.4	13.6	10.39	3.2
68502	Onzaga	Santander	3818	1865	1953	Partido Conservador	1453	12			22		61	73	12		488	39	277	21		374		74	Voto en blanco	12	1				1	3		2		5	Voto en blanco	19								1		1			3		2						1	1			1					9	1484	381	254	127	48.85	51.15	77.91	0.83	0	0	1.51	0	4.2	5.02	0.83	0	33.59	2.68	19.06	1.45	0	25.74	0	5.09	0.64	8.33	0	0	0	8.33	25	0	16.67	0	41.67	1.02	0	0	0	0	0	0	0	5.26	0	5.26	0	0	15.79	0	10.53	0	0	0	0	0	5.26	5.26	0	0	5.26	0	0	0	0	47.37	79.57	20.43	13.62	6.81
68522	Palmar	Santander	1306	706	600	Opción Ciudadana	704				4		60	20	1		10	10	268			319		12	AICO	1	1									0	ASOPRA	1								1																						0	706	0	0	0	54.06	45.94	99.72	0	0	0	0.57	0	8.52	2.84	0.14	0	1.42	1.42	38.07	0	0	45.31	0	1.7	0.14	100	0	0	0	0	0	0	0	0	0	0.14	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0
68524	Palmas del Socorro	Santander	2398	1236	1162	Opción Ciudadana	1091				4		65	116	10		261	26	170	10		388		41	Empate	4						2				2	C.C. San Antonio y EL Castillo	17		1		1				1	7						1										1		1			4	1112	124	92	32	51.54	48.46	88.27	0	0	0	0.37	0	5.96	10.63	0.92	0	23.92	2.38	15.58	0.92	0	35.56	0	3.76	0.32	0	0	0	0	0	50	0	0	0	50	1.38	0	5.88	0	5.88	0	0	0	5.88	41.18	0	0	0	0	0	5.88	0	0	0	0	0	0	0	0	0	5.88	0	5.88	0	0	23.53	89.97	10.03	7.44	2.59
68533	Páramo	Santander	2923	1955	968	Partido Conservador	1755	2			10		72	42	7		691	13	369	13		456		80	Voto en blanco	4					1	1				2	Voto en blanco	5											1														1					3	1764	191	124	67	66.88	33.12	89.77	0.11	0	0	0.57	0	4.1	2.39	0.4	0	39.37	0.74	21.03	0.74	0	25.98	0	4.56	0.2	0	0	0	0	25	25	0	0	0	50	0.26	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	60	90.23	9.77	6.34	3.43
68547	Piedecuesta	Santander	92084	47415	44669	Cambio Radical	39160	96			559		9090	3610	793		6867	1485	5231	1089		6910		3430	Voto en blanco	266	39	6	1	13	5	41	1	20	2	138	MIO	1064	1	1	1	7	2	4	7	7	2	3	5	5	7	3	15	6	5			31	4	5	12	677	8	2	2	8	2	232	40490	6925	5890	1035	51.49	48.51	82.59	0.25	0	0	1.43	0	23.21	9.22	2.03	0	17.54	3.79	13.36	2.78	0	17.65	0	8.76	0.56	14.66	2.26	0.38	4.89	1.88	15.41	0.38	7.52	0.75	51.88	2.24	0.09	0.09	0.09	0.66	0.19	0.38	0.66	0.66	0.19	0.28	0.47	0.47	0.66	0.28	1.41	0.56	0.47	0	0	2.91	0.38	0.47	1.13	63.63	0.75	0.19	0.19	0.75	0.19	21.8	85.39	14.61	12.42	2.18
68549	Pinchote	Santander	2905	1914	991	Opción Ciudadana	1750	3			18		56	114	9		51	22	188	38		1168		83	Voto en blanco	8						2		2		4	Voto en blanco	14				2							1																			11	1772	142	105	37	65.89	34.11	91.43	0.17	0	0	1.03	0	3.2	6.51	0.51	0	2.91	1.26	10.74	2.17	0	66.74	0	4.74	0.42	0	0	0	0	0	25	0	25	0	50	0.73	0	0	0	14.29	0	0	0	0	0	0	7.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78.57	92.58	7.42	5.49	1.93
68572	Puente Nacional	Santander	12277	5757	6520	Partido Liberal	4967	19			88		491	305	135		502	391	1675	77		904		380	Voto en blanco	22	2			1		1		2		16	Voto en blanco	35				1							1	2	1									1		1	1	1		1		25	5024	733	484	249	46.89	53.11	86.28	0.38	0	0	1.77	0	9.89	6.14	2.72	0	10.11	7.87	33.72	1.55	0	18.2	0	7.65	0.38	9.09	0	0	4.55	0	4.55	0	9.09	0	72.73	0.61	0	0	0	2.86	0	0	0	0	0	0	2.86	5.71	2.86	0	0	0	0	0	0	0	0	2.86	0	2.86	2.86	2.86	0	2.86	0	71.43	87.27	12.73	8.41	4.33
68573	Puerto Parra	Santander	5173	2201	2972	Opción Ciudadana	1866	3			9		69	171	13		30	80	493	10		930		58	Empate	11				3		3		3		2	Voto en blanco	16			1	2	1		1				1			1	1		1			1					1				1	4	1893	308	202	106	42.55	57.45	84.78	0.16	0	0	0.48	0	3.7	9.16	0.7	0	1.61	4.29	26.42	0.54	0	49.84	0	3.11	0.5	0	0	0	27.27	0	27.27	0	27.27	0	18.18	0.73	0	0	6.25	12.5	6.25	0	6.25	0	0	0	6.25	0	0	6.25	6.25	0	6.25	0	0	6.25	0	0	0	0	6.25	0	0	0	6.25	25	86.01	13.99	9.18	4.82
68575	Puerto Wilches	Santander	22160	10435	11725	Opción Ciudadana	8961	52			65		850	600	91		213	216	1941	192		4434		307	Voto en blanco	51	19			1	2	6	1	2		20	AFRODMAM	112	1	5	46	2	3	1	1	2						1	1					6		1		15	2		1			24	9124	1311	995	316	47.09	52.91	85.87	0.58	0	0	0.73	0	9.49	6.7	1.02	0	2.38	2.41	21.66	2.14	0	49.48	0	3.43	0.49	37.25	0	0	1.96	3.92	11.76	1.96	3.92	0	39.22	1.07	0.89	4.46	41.07	1.79	2.68	0.89	0.89	1.79	0	0	0	0	0	0.89	0.89	0	0	0	0	5.36	0	0.89	0	13.39	1.79	0	0.89	0	0	21.43	87.44	12.56	9.54	3.03
68615	Rionegro	Santander	21074	9748	11326	Opción Ciudadana	8033	62			62		884	990	79		164	276	1186	189		3703		438	Voto en blanco	45	2	1		2	2	3	1	9		25	Voto en blanco	100			1	1	2		3	4			4	1	3	5		2	2			6			1	7		8		1	2	47	8178	1570	1269	301	46.26	53.74	82.41	0.77	0	0	0.77	0	11	12.32	0.98	0	2.04	3.44	14.76	2.35	0	46.1	0	5.45	0.46	4.44	2.22	0	4.44	4.44	6.67	2.22	20	0	55.56	1.03	0	0	1	1	2	0	3	4	0	0	4	1	3	5	0	2	2	0	0	6	0	0	1	7	0	8	0	1	2	47	83.89	16.11	13.02	3.09
68655	Sabana de Torres	Santander	18823	8482	10341	Partido Liberal	7233	21			45		1468	671	43		181	556	1922	135		1889		302	Voto en blanco	21	6							6		9	Voto en blanco	47		2	3		1	1	2	4	1	1			1	1	1		1			3		1		2	2		1			19	7301	1181	921	260	45.06	54.94	85.27	0.29	0	0	0.62	0	20.3	9.28	0.59	0	2.5	7.69	26.57	1.87	0	26.12	0	4.18	0.25	28.57	0	0	0	0	0	0	28.57	0	42.86	0.55	0	4.26	6.38	0	2.13	2.13	4.26	8.51	2.13	2.13	0	0	2.13	2.13	2.13	0	2.13	0	0	6.38	0	2.13	0	4.26	4.26	0	2.13	0	0	40.43	86.08	13.92	10.86	3.07
68669	San Andrés	Santander	6967	3803	3164	Opción Ciudadana	3310	11			23		114	118	14		142	120	716	32		1910		110	Renovación Étnica "Raíces"	16	2	1		1	1	1		6		4	Voto en blanco	27			1			1		2			1	1												6	3		1			11	3353	450	316	134	54.59	45.41	87.04	0.33	0	0	0.69	0	3.44	3.56	0.42	0	4.29	3.63	21.63	0.97	0	57.7	0	3.32	0.42	12.5	6.25	0	6.25	6.25	6.25	0	37.5	0	25	0.71	0	0	3.7	0	0	3.7	0	7.41	0	0	3.7	3.7	0	0	0	0	0	0	0	0	0	0	0	22.22	11.11	0	3.7	0	0	40.74	88.17	11.83	8.31	3.52
